Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score,Year,Month,Month_Name,Month_Year
P001838,2023-03-20,Night,NP006,Kitchen Container,Kitchen Product,M006,E005,692,622,601,21,6.02,0.48,365.46,4.18,None,89.88,3.38,Completed,Low,High,96.056,2023,3,March,2023-03
P001839,2024-10-11,Morning,NP004,Storage Box,Storage,M003,E012,528,487,467,20,5.69,1.04,786.7,28.07,Dimensional Defect,92.23,4.11,Completed,Medium,Low,22.264,2024,10,October,2024-10
P001840,2023-06-30,Evening,NP003,Plastic Chair,Furniture,M006,E030,200,179,169,10,7.97,0.27,498.94,7.41,Dimensional Defect,89.5,5.59,Completed,Low,Medium,46.592,2023,6,June,2023-06
P001841,2025-12-08,Morning,NP005,Plastic Dustbin,Household Utility,M003,E013,969,943,830,113,7.35,0.84,1766.01,32.26,None,97.32,11.98,Review,Low,Low,33.044,2025,12,December,2025-12
P001842,2023-01-06,Morning,NP002,Plastic Mug,Household Utility,M002,E029,1787,1766,1746,20,6.12,0.37,430.71,23.68,None,98.82,1.13,Completed,High,Medium,47.322,2023,1,January,2023-01
P001843,2024-01-11,Night,NP003,Plastic Chair,Furniture,M004,E020,1098,1115,1096,19,7.61,1.27,3233.67,22.46,None,101.55,1.7,Completed,High,Medium,46.592,2024,1,January,2024-01
P001844,2026-01-04,Night,NP005,Plastic Dustbin,Household Utility,M004,E009,810,791,739,52,5.76,0.01,1492.91,32.61,Shape Defect,97.65,6.57,Completed,Medium,Low,33.044,2026,1,January,2026-01
P001845,2021-05-04,Evening,NP005,Plastic Dustbin,Household Utility,M001,E025,1149,1164,1089,75,7.51,0.76,2194.93,7.84,Crack,101.31,6.44,Completed,Medium,Low,33.044,2021,5,May,2021-05
P001846,2021-01-05,Evening,NP006,Kitchen Container,Kitchen Product,M006,E028,1102,1099,1068,31,7.32,0.91,625.3,11.85,None,99.73,2.82,Completed,High,High,96.056,2021,1,January,2021-01
P001847,2023-02-01,Evening,NP006,Kitchen Container,Kitchen Product,M002,E021,1385,1314,1276,38,6.66,0.86,720.56,19.95,Shape Defect,94.87,2.89,Completed,Medium,High,96.056,2023,2,February,2023-02
P001848,2026-05-24,Evening,NP006,Kitchen Container,Kitchen Product,M004,E008,1302,1180,1130,50,6.86,0.55,663.03,23.49,Shape Defect,90.63,4.24,Completed,Medium,High,96.056,2026,5,May,2026-05
P001849,2022-09-23,Night,NP003,Plastic Chair,Furniture,M005,E021,1562,1338,1286,52,7.03,0.59,3764.01,19.99,Colour Defect,85.66,3.89,Completed,Low,Medium,46.592,2022,9,September,2022-09
P001850,2021-11-07,Evening,NP006,Kitchen Container,Kitchen Product,M006,E012,1068,1011,947,64,6.68,1.11,562.85,24.99,Colour Defect,94.66,6.33,Completed,Medium,High,96.056,2021,11,November,2021-11
P001851,2026-04-06,Evening,NP001,Plastic Bucket,Household Utility,M001,E015,804,780,771,9,7.71,1.57,906.18,33.22,Surface Defect,97.01,1.15,Completed,High,High,52.232,2026,4,April,2026-04
P001852,2024-12-25,Night,NP001,Plastic Bucket,Household Utility,M005,E030,239,239,234,5,7.77,0.7,280.16,28.61,None,100.0,2.09,Completed,High,High,52.232,2024,12,December,2024-12
P001853,2021-02-01,Morning,NP004,Storage Box,Storage,M005,E013,1507,1503,1476,27,7.58,1.54,2448.81,32.09,Shape Defect,99.73,1.8,Completed,High,Low,22.264,2021,2,February,2021-02
P001854,2023-03-06,Night,NP005,Plastic Dustbin,Household Utility,M006,E022,919,947,938,9,6.55,1.01,1811.99,39.17,Shape Defect,103.05,0.95,Completed,High,Low,33.044,2023,3,March,2023-03
P001855,2022-06-27,Evening,NP002,Plastic Mug,Household Utility,M004,E028,873,776,741,35,7.48,0.04,197.55,6.21,Surface Defect,88.89,4.51,Completed,Low,Medium,47.322,2022,6,June,2022-06
P001856,2022-12-13,Evening,NP001,Plastic Bucket,Household Utility,M001,E026,852,745,720,25,6.31,0.2,863.44,23.19,Colour Defect,87.44,3.36,Completed,Low,High,52.232,2022,12,December,2022-12
P001857,2023-01-17,Evening,NP001,Plastic Bucket,Household Utility,M006,E007,1793,1625,1532,93,6.48,1.43,1943.31,4.83,Shape Defect,90.63,5.72,Completed,Medium,High,52.232,2023,1,January,2023-01
P001858,2022-05-30,Evening,NP006,Kitchen Container,Kitchen Product,M002,E021,1060,988,921,67,6.97,1.23,564.08,5.88,Shape Defect,93.21,6.78,Completed,Medium,High,96.056,2022,5,May,2022-05
P001859,2024-04-15,Morning,NP004,Storage Box,Storage,M005,E020,371,355,351,4,7.13,0.33,553.73,19.16,None,95.69,1.13,Completed,High,Low,22.264,2024,4,April,2024-04
P001860,2024-03-22,Morning,NP003,Plastic Chair,Furniture,M002,E023,1198,1116,1089,27,7.32,0.15,3242.47,11.66,None,93.16,2.42,Completed,Medium,Medium,46.592,2024,3,March,2024-03
P001861,2026-02-16,Evening,NP006,Kitchen Container,Kitchen Product,M003,E010,661,610,577,33,5.75,1.37,328.94,10.08,None,92.28,5.41,Completed,Medium,High,96.056,2026,2,February,2026-02
P001862,2024-06-24,Evening,NP003,Plastic Chair,Furniture,M006,E024,1280,1099,1082,17,6.65,0.03,3143.51,12.91,Shape Defect,85.86,1.55,Completed,Low,Medium,46.592,2024,6,June,2024-06
P001863,2024-05-07,Morning,NP006,Kitchen Container,Kitchen Product,M001,E011,274,261,258,3,6.58,1.29,144.68,9.0,Colour Defect,95.26,1.15,Completed,High,High,96.056,2024,5,May,2024-05
P001864,2024-11-28,Night,NP004,Storage Box,Storage,M002,E010,1270,1194,1143,51,6.86,1.32,1890.1,8.33,None,94.02,4.27,Completed,Medium,Low,22.264,2024,11,November,2024-11
P001865,2023-03-24,Evening,NP002,Plastic Mug,Household Utility,M001,E028,1031,1015,976,39,6.27,0.24,255.38,11.33,Colour Defect,98.45,3.84,Completed,Medium,Medium,47.322,2023,3,March,2023-03
P001866,2023-08-11,Evening,NP003,Plastic Chair,Furniture,M002,E012,1350,1390,1295,95,6.04,0.89,3648.57,35.19,Colour Defect,102.96,6.83,Completed,Medium,Medium,46.592,2023,8,August,2023-08
P001867,2021-09-23,Evening,NP001,Plastic Bucket,Household Utility,M002,E019,889,839,807,32,5.92,0.0,997.82,39.77,None,94.38,3.81,Completed,Medium,High,52.232,2021,9,September,2021-09
P001868,2023-07-21,Morning,NP005,Plastic Dustbin,Household Utility,M001,E001,1457,1326,1319,7,6.9,0.87,2632.75,31.97,None,91.01,0.53,Completed,Medium,Low,33.044,2023,7,July,2023-07
P001869,2024-02-11,Evening,NP002,Plastic Mug,Household Utility,M004,E025,336,340,331,9,5.51,1.24,84.05,15.37,Surface Defect,101.19,2.65,Completed,High,Medium,47.322,2024,2,February,2024-02
P001870,2024-11-22,Morning,NP003,Plastic Chair,Furniture,M005,E012,480,467,432,35,7.86,0.48,1197.29,19.99,Deformed Product,97.29,7.49,Completed,Low,Medium,46.592,2024,11,November,2024-11
P001871,2022-04-09,Morning,NP005,Plastic Dustbin,Household Utility,M005,E028,1360,1188,1172,16,5.65,0.72,2282.42,2.49,Colour Defect,87.35,1.35,Completed,Low,Low,33.044,2022,4,April,2022-04
P001872,2025-08-03,Evening,NP003,Plastic Chair,Furniture,M002,E001,1535,1486,1320,166,6.23,0.15,4074.94,37.29,Dimensional Defect,96.81,11.17,Review,Low,Medium,46.592,2025,8,August,2025-08
P001873,2026-06-20,Evening,NP003,Plastic Chair,Furniture,M006,E001,1291,1322,1255,67,6.33,1.5,3695.16,14.44,Surface Defect,102.4,5.07,Completed,Medium,Medium,46.592,2026,6,June,2026-06
P001874,2026-05-25,Evening,NP002,Plastic Mug,Household Utility,M003,E015,168,173,168,5,7.02,0.83,44.64,29.37,Shape Defect,102.98,2.89,Completed,High,Medium,47.322,2026,5,May,2026-05
P001875,2024-09-05,Evening,NP003,Plastic Chair,Furniture,M005,E007,1723,1588,1573,15,5.72,0.74,4494.99,22.79,Surface Defect,92.16,0.94,Completed,Medium,Medium,46.592,2024,9,September,2024-09
P001876,2023-05-30,Night,NP006,Kitchen Container,Kitchen Product,M005,E015,1103,1134,1106,28,7.56,1.13,635.78,1.1,None,102.81,2.47,Completed,High,High,96.056,2023,5,May,2023-05
P001877,2024-04-14,Evening,NP004,Storage Box,Storage,M001,E014,1754,1654,1519,135,7.05,1.15,2816.51,17.57,Crack,94.3,8.16,Review,Low,Low,22.264,2024,4,April,2024-04
P001878,2021-09-25,Evening,NP001,Plastic Bucket,Household Utility,M006,E016,596,498,494,4,7.52,0.71,610.91,33.16,Deformed Product,83.56,0.8,Completed,Low,High,52.232,2021,9,September,2021-09
P001879,2022-10-16,Evening,NP002,Plastic Mug,Household Utility,M004,E021,641,639,607,32,7.44,1.0,152.3,14.56,Shape Defect,99.69,5.01,Completed,Medium,Medium,47.322,2022,10,October,2022-10
P001880,2025-06-11,Evening,NP005,Plastic Dustbin,Household Utility,M005,E003,755,650,640,10,5.54,1.35,1219.18,29.3,Surface Defect,86.09,1.54,Completed,Low,Low,33.044,2025,6,June,2025-06
P001881,2024-12-04,Evening,NP005,Plastic Dustbin,Household Utility,M004,E020,709,700,664,36,7.37,0.07,1325.03,39.65,Surface Defect,98.73,5.14,Completed,Medium,Low,33.044,2024,12,December,2024-12
P001882,2023-03-15,Night,NP005,Plastic Dustbin,Household Utility,M005,E019,922,950,856,94,6.52,0.26,1750.31,33.05,Crack,103.04,9.89,Review,Low,Low,33.044,2023,3,March,2023-03
P001883,2024-09-03,Morning,NP005,Plastic Dustbin,Household Utility,M003,E011,324,284,258,26,7.48,0.47,547.52,9.49,Shape Defect,87.65,9.15,Review,Low,Low,33.044,2024,9,September,2024-09
P001884,2022-11-19,Evening,NP001,Plastic Bucket,Household Utility,M005,E019,906,919,911,8,6.13,1.34,1157.19,13.32,Colour Defect,101.43,0.87,Completed,High,High,52.232,2022,11,November,2022-11
P001885,2021-08-11,Evening,NP005,Plastic Dustbin,Household Utility,M002,E009,702,617,605,12,6.46,1.3,1169.6,4.69,None,87.89,1.94,Completed,Low,Low,33.044,2021,8,August,2021-08
P001886,2025-04-18,Evening,NP005,Plastic Dustbin,Household Utility,M004,E017,892,769,731,38,6.45,0.61,1548.36,18.54,Colour Defect,86.21,4.94,Completed,Low,Low,33.044,2025,4,April,2025-04
P001887,2023-12-31,Evening,NP005,Plastic Dustbin,Household Utility,M006,E018,951,864,831,33,5.83,0.44,1689.85,15.69,None,90.85,3.82,Completed,Medium,Low,33.044,2023,12,December,2023-12
P001888,2025-02-01,Morning,NP005,Plastic Dustbin,Household Utility,M005,E010,800,730,716,14,6.11,1.51,1436.01,31.75,Shape Defect,91.25,1.92,Completed,Medium,Low,33.044,2025,2,February,2025-02
P001889,2026-04-15,Morning,NP001,Plastic Bucket,Household Utility,M003,E027,931,959,925,34,5.95,1.38,1144.58,29.27,Deformed Product,103.01,3.55,Completed,Medium,High,52.232,2026,4,April,2026-04
P001890,2024-02-19,Morning,NP002,Plastic Mug,Household Utility,M002,E012,507,466,449,17,6.1,1.1,118.49,27.33,None,91.91,3.65,Completed,Medium,Medium,47.322,2024,2,February,2024-02
P001891,2026-08-15,Morning,NP005,Plastic Dustbin,Household Utility,M006,E010,174,164,155,9,6.2,1.33,318.62,4.24,Deformed Product,94.25,5.49,Completed,Medium,Low,33.044,2026,8,August,2026-08
P001892,2024-09-13,Morning,NP004,Storage Box,Storage,M004,E015,1735,1596,1579,17,5.52,0.88,2463.4,15.82,None,91.99,1.07,Completed,Medium,Low,22.264,2024,9,September,2024-09
P001893,2024-10-24,Night,NP003,Plastic Chair,Furniture,M002,E008,355,339,313,26,6.56,0.64,957.6,3.68,None,95.49,7.67,Completed,Low,Medium,46.592,2024,10,October,2024-10
P001894,2024-08-13,Night,NP002,Plastic Mug,Household Utility,M002,E009,730,662,612,50,7.2,0.6,168.73,2.3,None,90.68,7.55,Completed,Low,Medium,47.322,2024,8,August,2024-08
P001895,2021-01-18,Morning,NP005,Plastic Dustbin,Household Utility,M003,E006,691,612,597,15,6.9,1.56,1139.52,33.31,Colour Defect,88.57,2.45,Completed,Low,Low,33.044,2021,1,January,2021-01
P001896,2026-02-05,Morning,NP001,Plastic Bucket,Household Utility,M006,E002,330,315,300,15,7.29,0.2,388.04,14.82,Surface Defect,95.45,4.76,Completed,Medium,High,52.232,2026,2,February,2026-02
P001897,2022-06-20,Morning,NP006,Kitchen Container,Kitchen Product,M004,E013,1196,1095,1047,48,6.81,0.49,622.46,7.45,None,91.56,4.38,Completed,Medium,High,96.056,2022,6,June,2022-06
P001898,2023-03-19,Night,NP005,Plastic Dustbin,Household Utility,M005,E015,1790,1844,1675,169,7.43,0.04,3468.1,35.6,Dimensional Defect,103.02,9.16,Review,Low,Low,33.044,2023,3,March,2023-03
P001899,2022-09-01,Night,NP005,Plastic Dustbin,Household Utility,M003,E006,884,737,717,20,7.42,1.4,1532.12,10.99,Dimensional Defect,83.37,2.71,Completed,Low,Low,33.044,2022,9,September,2022-09
P001900,2021-08-07,Morning,NP002,Plastic Mug,Household Utility,M006,E006,1290,1206,1192,14,7.69,0.19,290.37,29.14,None,93.49,1.16,Completed,Medium,Medium,47.322,2021,8,August,2021-08
P001901,2024-05-15,Morning,NP001,Plastic Bucket,Household Utility,M003,E017,521,513,499,14,7.73,1.09,623.76,37.59,Dimensional Defect,98.46,2.73,Completed,High,High,52.232,2024,5,May,2024-05
P001902,2021-03-10,Night,NP001,Plastic Bucket,Household Utility,M006,E011,683,660,646,14,5.58,0.43,751.53,11.59,Surface Defect,96.63,2.12,Completed,High,High,52.232,2021,3,March,2021-03
P001903,2023-04-11,Evening,NP003,Plastic Chair,Furniture,M001,E008,963,924,874,50,6.61,0.43,2547.14,3.01,Colour Defect,95.95,5.41,Completed,Medium,Medium,46.592,2023,4,April,2023-04
P001904,2026-06-12,Night,NP003,Plastic Chair,Furniture,M004,E021,1501,1546,1482,64,6.88,0.26,4444.9,20.56,Surface Defect,103.0,4.14,Completed,Medium,Medium,46.592,2026,6,June,2026-06
P001905,2023-07-21,Evening,NP002,Plastic Mug,Household Utility,M004,E010,1781,1685,1656,29,7.35,1.45,406.6,34.67,Shape Defect,94.61,1.72,Completed,Medium,Medium,47.322,2023,7,July,2023-07
P001906,2023-10-13,Evening,NP005,Plastic Dustbin,Household Utility,M006,E001,232,201,192,9,7.54,0.33,368.49,10.26,Shape Defect,86.64,4.48,Completed,Low,Low,33.044,2023,10,October,2023-10
P001907,2022-07-25,Evening,NP001,Plastic Bucket,Household Utility,M006,E004,904,920,855,65,5.63,0.83,1117.71,33.29,Colour Defect,101.77,7.07,Completed,Low,High,52.232,2022,7,July,2022-07
P001908,2025-02-23,Evening,NP004,Storage Box,Storage,M001,E028,488,449,432,17,5.5,0.84,712.71,13.25,None,92.01,3.79,Completed,Medium,Low,22.264,2025,2,February,2025-02
P001909,2021-01-13,Morning,NP004,Storage Box,Storage,M003,E027,1029,966,850,116,6.46,0.7,1563.29,19.48,None,93.88,12.01,Review,Low,Low,22.264,2021,1,January,2021-01
P001910,2021-02-18,Night,NP004,Storage Box,Storage,M006,E020,1542,1569,1383,186,5.6,0.59,2536.87,4.98,Surface Defect,101.75,11.85,Review,Low,Low,22.264,2021,2,February,2021-02
P001911,2023-12-01,Evening,NP003,Plastic Chair,Furniture,M001,E027,1671,1578,1485,93,7.15,0.71,4296.17,20.99,Surface Defect,94.43,5.89,Completed,Medium,Medium,46.592,2023,12,December,2023-12
P001912,2025-08-03,Evening,NP001,Plastic Bucket,Household Utility,M005,E029,1230,1204,1098,106,7.17,1.15,1426.34,15.26,Colour Defect,97.89,8.8,Review,Low,High,52.232,2025,8,August,2025-08
P001913,2023-09-06,Evening,NP001,Plastic Bucket,Household Utility,M005,E003,1673,1395,1367,28,6.23,0.52,1675.22,16.08,Crack,83.38,2.01,Completed,Low,High,52.232,2023,9,September,2023-09
P001914,2022-09-17,Evening,NP002,Plastic Mug,Household Utility,M002,E006,349,340,334,6,6.82,0.84,83.13,13.1,None,97.42,1.76,Completed,High,Medium,47.322,2022,9,September,2022-09
P001915,2023-11-06,Morning,NP001,Plastic Bucket,Household Utility,M004,E008,906,920,818,102,7.9,1.05,1147.81,14.68,Crack,101.55,11.09,Review,Low,High,52.232,2023,11,November,2023-11
P001916,2021-02-09,Night,NP004,Storage Box,Storage,M005,E014,1701,1543,1447,96,7.6,0.59,2668.46,11.15,Colour Defect,90.71,6.22,Completed,Medium,Low,22.264,2021,2,February,2021-02
P001917,2025-10-27,Morning,NP003,Plastic Chair,Furniture,M003,E009,1660,1593,1513,80,6.16,1.43,4297.69,26.96,Deformed Product,95.96,5.02,Completed,Medium,Medium,46.592,2025,10,October,2025-10
P001918,2022-04-19,Evening,NP005,Plastic Dustbin,Household Utility,M003,E025,1140,1174,1146,28,7.76,0.82,2199.94,35.33,Shape Defect,102.98,2.39,Completed,High,Low,33.044,2022,4,April,2022-04
P001919,2024-04-26,Night,NP004,Storage Box,Storage,M002,E005,1212,1118,1093,25,6.84,1.37,1740.08,29.49,Deformed Product,92.24,2.24,Completed,Medium,Low,22.264,2024,4,April,2024-04
P001920,2024-10-02,Evening,NP002,Plastic Mug,Household Utility,M003,E024,268,243,241,2,6.89,1.37,60.16,5.8,None,90.67,0.82,Completed,Medium,Medium,47.322,2024,10,October,2024-10
P001921,2025-11-26,Morning,NP005,Plastic Dustbin,Household Utility,M004,E009,1727,1607,1526,81,7.19,0.73,3056.98,19.51,Shape Defect,93.05,5.04,Completed,Medium,Low,33.044,2025,11,November,2025-11
P001922,2023-10-07,Morning,NP003,Plastic Chair,Furniture,M001,E004,1579,1626,1569,57,6.18,0.98,4328.12,5.9,Deformed Product,102.98,3.51,Completed,Medium,Medium,46.592,2023,10,October,2023-10
P001923,2022-03-16,Morning,NP001,Plastic Bucket,Household Utility,M005,E015,956,937,884,53,5.78,0.24,1114.23,14.93,Surface Defect,98.01,5.66,Completed,Medium,High,52.232,2022,3,March,2022-03
P001924,2025-08-31,Evening,NP004,Storage Box,Storage,M006,E021,1266,1191,1103,88,6.9,1.02,1921.7,6.7,Colour Defect,94.08,7.39,Completed,Low,Low,22.264,2025,8,August,2025-08
P001925,2023-12-25,Morning,NP003,Plastic Chair,Furniture,M006,E005,854,741,713,28,7.0,0.05,2063.54,1.07,Crack,86.77,3.78,Completed,Low,Medium,46.592,2023,12,December,2023-12
P001926,2024-07-14,Night,NP006,Kitchen Container,Kitchen Product,M001,E017,1314,1218,1160,58,6.99,0.67,697.88,5.29,Surface Defect,92.69,4.76,Completed,Medium,High,96.056,2024,7,July,2024-07
P001927,2023-12-13,Night,NP001,Plastic Bucket,Household Utility,M004,E006,302,286,278,8,5.99,1.37,324.06,14.65,None,94.7,2.8,Completed,Medium,High,52.232,2023,12,December,2023-12
P001928,2026-04-06,Morning,NP005,Plastic Dustbin,Household Utility,M001,E020,1160,971,952,19,5.61,0.83,1895.38,2.09,Colour Defect,83.71,1.96,Completed,Low,Low,33.044,2026,4,April,2026-04
P001929,2025-03-13,Night,NP005,Plastic Dustbin,Household Utility,M001,E016,1615,1565,1536,29,6.64,0.91,3069.86,22.49,Shape Defect,96.9,1.85,Completed,High,Low,33.044,2025,3,March,2025-03
P001930,2021-12-06,Evening,NP005,Plastic Dustbin,Household Utility,M001,E006,1675,1717,1559,158,6.7,0.06,3351.43,7.22,Surface Defect,102.51,9.2,Review,Low,Low,33.044,2021,12,December,2021-12
P001931,2024-12-26,Morning,NP003,Plastic Chair,Furniture,M005,E005,1180,1105,1099,6,5.73,0.11,3074.71,33.65,None,93.64,0.54,Completed,Medium,Medium,46.592,2024,12,December,2024-12
P001932,2021-02-26,Morning,NP005,Plastic Dustbin,Household Utility,M001,E009,1447,1422,1382,40,5.63,1.58,2656.27,9.78,None,98.27,2.81,Completed,High,Low,33.044,2021,2,February,2021-02
P001933,2026-06-07,Evening,NP002,Plastic Mug,Household Utility,M005,E017,1230,1189,1135,54,7.88,0.4,298.01,30.86,Dimensional Defect,96.67,4.54,Completed,Medium,Medium,47.322,2026,6,June,2026-06
P001934,2026-02-27,Morning,NP004,Storage Box,Storage,M001,E023,468,468,454,14,6.51,0.36,686.13,20.01,Colour Defect,100.0,2.99,Completed,High,Low,22.264,2026,2,February,2026-02
P001935,2025-08-24,Evening,NP006,Kitchen Container,Kitchen Product,M001,E023,579,448,440,8,6.25,1.34,247.26,25.94,Colour Defect,77.37,1.79,Completed,Low,High,96.056,2025,8,August,2025-08
P001936,2021-01-30,Evening,NP003,Plastic Chair,Furniture,M005,E011,243,222,216,6,6.05,0.27,589.3,36.1,None,91.36,2.7,Completed,Medium,Medium,46.592,2021,1,January,2021-01
P001937,2024-04-23,Night,NP003,Plastic Chair,Furniture,M005,E021,1188,1132,1067,65,6.13,1.23,3335.42,5.71,Shape Defect,95.29,5.74,Completed,Medium,Medium,46.592,2024,4,April,2024-04
P001938,2024-03-29,Evening,NP005,Plastic Dustbin,Household Utility,M006,E029,420,356,334,22,5.81,0.53,661.86,7.28,None,84.76,6.18,Completed,Low,Low,33.044,2024,3,March,2024-03
P001939,2021-05-01,Morning,NP004,Storage Box,Storage,M001,E017,301,300,298,2,6.98,0.29,472.41,14.4,Crack,99.67,0.67,Completed,High,Low,22.264,2021,5,May,2021-05
P001940,2024-06-15,Night,NP002,Plastic Mug,Household Utility,M005,E009,399,390,371,19,7.41,0.22,93.15,12.95,None,97.74,4.87,Completed,Medium,Medium,47.322,2024,6,June,2024-06
P001941,2023-10-12,Morning,NP002,Plastic Mug,Household Utility,M001,E027,339,303,283,20,5.79,1.08,76.19,29.78,Crack,89.38,6.6,Completed,Low,Medium,47.322,2023,10,October,2023-10
P001942,2023-09-17,Morning,NP006,Kitchen Container,Kitchen Product,M001,E018,491,462,447,15,7.88,1.54,257.81,12.24,Crack,94.09,3.25,Completed,Medium,High,96.056,2023,9,September,2023-09
P001943,2022-02-19,Evening,NP005,Plastic Dustbin,Household Utility,M002,E014,832,808,796,12,5.54,0.18,1464.02,16.47,Shape Defect,97.12,1.49,Completed,High,Low,33.044,2022,2,February,2022-02
P001944,2026-05-16,Night,NP004,Storage Box,Storage,M003,E014,163,147,131,16,6.41,1.57,223.58,9.74,None,90.18,10.88,Review,Low,Low,22.264,2026,5,May,2026-05
P001945,2024-05-16,Morning,NP004,Storage Box,Storage,M005,E008,930,890,863,27,5.57,1.39,1462.06,5.6,Deformed Product,95.7,3.03,Completed,Medium,Low,22.264,2024,5,May,2024-05
P001946,2024-03-01,Evening,NP004,Storage Box,Storage,M005,E007,1756,1608,1494,114,7.61,0.98,2718.62,6.71,Surface Defect,91.57,7.09,Completed,Low,Low,22.264,2024,3,March,2024-03
P001947,2022-03-16,Evening,NP001,Plastic Bucket,Household Utility,M004,E007,881,870,850,20,5.63,0.66,1066.12,16.55,None,98.75,2.3,Completed,High,High,52.232,2022,3,March,2022-03
P001948,2026-07-23,Evening,NP002,Plastic Mug,Household Utility,M006,E005,1169,1204,1181,23,7.55,1.29,290.9,25.38,Shape Defect,102.99,1.91,Completed,High,Medium,47.322,2026,7,July,2026-07
P001949,2023-09-28,Morning,NP006,Kitchen Container,Kitchen Product,M001,E019,1353,1220,1165,55,6.27,0.63,696.23,28.87,Dimensional Defect,90.17,4.51,Completed,Medium,High,96.056,2023,9,September,2023-09
P001950,2025-03-22,Morning,NP001,Plastic Bucket,Household Utility,M004,E010,844,777,748,29,6.0,1.4,889.79,35.91,Shape Defect,92.06,3.73,Completed,Medium,High,52.232,2025,3,March,2025-03
P001951,2025-02-12,Morning,NP004,Storage Box,Storage,M001,E002,1744,1653,1600,53,7.04,0.3,2641.16,32.78,None,94.78,3.21,Completed,Medium,Low,22.264,2025,2,February,2025-02
P001952,2025-11-21,Night,NP005,Plastic Dustbin,Household Utility,M004,E026,440,435,412,23,6.54,0.74,830.81,4.09,Shape Defect,98.86,5.29,Completed,Medium,Low,33.044,2025,11,November,2025-11
